"id","occurrenceID","catalogNumber","basisOfRecord","collectionCode","scientificName","taxonRank","kingdom","family","higherClassification","vernacularName","previousIdentifications","individualCount","lifeStage","sex","longitudeDecimal","latitudeDecimal","geodeticDatum","dataGeneralizations","coordinateUncertaintyInMeters","continent","country","countryCode","stateProvince","locality","habitat","recordedBy","eventID","eventDate","eventTime","samplingProtocol","behavior","associatedTaxa","references","rightsHolder","license","modified"
"999999@OBS","https://observation.org/observation/999999","OBS.999999","HumanObservation","Observations","Rorippa palustris","species","Plantae","Brassicaceae","Plantae|Brassicaceae","Marsh Yellow-cress",NA,1,"unknown","undetermined",6.75,52.1,"WGS84","WGS84 coordinates generalized with formula: `coord = floor(coord * 20) / 20`",5000,"Europe","The Netherlands","NL","Overijssel","Haaksbergerveen - Zuidwestelijk deel","",NA,NA,"1978-07-01","",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.999999","Stichting Natuurinformatie","CC BY-NC 4.0","2013/11/13"
"99999998@OBS","https://observation.org/observation/99999998","OBS.99999998","HumanObservation","Observations","Podiceps cristatus","species","Animalia","GREBES_PODICIPEDIDAE","Animalia|GREBES_PODICIPEDIDAE","Great Crested Grebe",NA,1,"unknown","undetermined",5.15,51.65,"WGS84","WGS84 coordinates generalized with formula: `coord = floor(coord * 20) / 20`",5000,"Europe","The Netherlands","NL","Noord-Brabant","Nieuwkuijk - Nieuwkuijksche Bos en Wiel","",NA,NA,"2015-03-14","14:26",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999998","Stichting Natuurinformatie","CC BY-NC 4.0","2015/03/14"
"99999997@OBS","https://observation.org/observation/99999997","OBS.99999997","HumanObservation","Observations","Parus major","species","Animalia","TITS_PARIDAE","Animalia|TITS_PARIDAE","Great Tit",NA,1,"unknown","undetermined",5.15,51.65,"WGS84","WGS84 coordinates generalized with formula: `coord = floor(coord * 20) / 20`",5000,"Europe","The Netherlands","NL","Noord-Brabant","Nieuwkuijk - Nieuwkuijksche Bos en Wiel","",NA,NA,"2015-03-14","14:27",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999997","Stichting Natuurinformatie","CC BY-NC 4.0","2015/03/14"
"99999995@OBS","https://observation.org/observation/99999995","OBS.99999995","HumanObservation","Observations","Parus major","species","Animalia","TITS_PARIDAE","Animalia|TITS_PARIDAE","Great Tit",NA,3,"unknown","undetermined",5.15,51.65,"WGS84","WGS84 coordinates generalized with formula: `coord = floor(coord * 20) / 20`",5000,"Europe","The Netherlands","NL","Noord-Brabant","Nieuwkuijk - Nieuwkuijksche Bos en Wiel","",NA,NA,"2015-03-14","14:32",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999995","Stichting Natuurinformatie","CC BY-NC 4.0","2015/03/14"
"99999991@OBS","https://observation.org/observation/99999991","OBS.99999991","HumanObservation","Observations","Cyanistes caeruleus","species","Animalia","TITS_PARIDAE","Animalia|TITS_PARIDAE","Eurasian Blue Tit",NA,1,"unknown","undetermined",5.15,51.65,"WGS84","WGS84 coordinates generalized with formula: `coord = floor(coord * 20) / 20`",5000,"Europe","The Netherlands","NL","Noord-Brabant","Nieuwkuijk - Nieuwkuijksche Bos en Wiel","",NA,NA,"2015-03-14","14:37",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999991","Stichting Natuurinformatie","CC BY-NC 4.0","2015/03/14"
"99999990@OBS","https://observation.org/observation/99999990","OBS.99999990","HumanObservation","Observations","Turdus merula","species","Animalia","THRUSHES_TURDIDAE","Animalia|THRUSHES_TURDIDAE","Common Blackbird",NA,3,"unknown","undetermined",5.15,51.65,"WGS84","WGS84 coordinates generalized with formula: `coord = floor(coord * 20) / 20`",5000,"Europe","The Netherlands","NL","Noord-Brabant","Nieuwkuijk - Nieuwkuijksche Bos en Wiel","",NA,NA,"2015-03-14","14:37",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999990","Stichting Natuurinformatie","CC BY-NC 4.0","2015/10/27"
"99999984@OBS","https://observation.org/observation/99999984","OBS.99999984","HumanObservation","Observations","Ardea cinerea","species","Animalia","HERONS_ARDEIDAE","Animalia|HERONS_ARDEIDAE","Grey Heron",NA,1,"unknown","undetermined",5.2,51.65,"WGS84","WGS84 coordinates generalized with formula: `coord = floor(coord * 20) / 20`",5000,"Europe","The Netherlands","NL","Noord-Brabant","Vlijmen - Vlijmens Ven","",NA,NA,"2015-03-14","14:45",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999984","Stichting Natuurinformatie","CC BY-NC 4.0","2015/03/14"
"99999983@OBS","https://observation.org/observation/99999983","OBS.99999983","HumanObservation","Observations","Oryctolagus cuniculus","species","Animalia","HARES_AND_RABBITS_LEPORIDAE","Animalia|HARES_AND_RABBITS_LEPORIDAE","European Rabbit",NA,1,"unknown","undetermined",5.2,51.65,"WGS84","WGS84 coordinates generalized with formula: `coord = floor(coord * 20) / 20`",5000,"Europe","The Netherlands","NL","Noord-Brabant","Vlijmen - Vlijmens Ven","",NA,NA,"2015-03-14","14:46",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999983","Stichting Natuurinformatie","CC BY-NC 4.0","2015/03/14"
"99999980@OBS","https://observation.org/observation/99999980","OBS.99999980","HumanObservation","Observations","Columba palumbus","species","Animalia","PIGEONS_AND_DOVES_COLUMBIDAE","Animalia|PIGEONS_AND_DOVES_COLUMBIDAE","Common Wood Pigeon",NA,2,"unknown","undetermined",5.2,51.65,"WGS84","WGS84 coordinates generalized with formula: `coord = floor(coord * 20) / 20`",5000,"Europe","The Netherlands","NL","Noord-Brabant","Vlijmen - Vliedberg","",NA,NA,"2015-03-14","14:49",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999980","Stichting Natuurinformatie","CC BY-NC 4.0","2015/03/14"
"99999975@OBS","https://observation.org/observation/99999975","OBS.99999975","HumanObservation","Observations","Oryctolagus cuniculus","species","Animalia","HARES_AND_RABBITS_LEPORIDAE","Animalia|HARES_AND_RABBITS_LEPORIDAE","European Rabbit",NA,2,"unknown","undetermined",5.2,51.65,"WGS84","WGS84 coordinates generalized with formula: `coord = floor(coord * 20) / 20`",5000,"Europe","The Netherlands","NL","Noord-Brabant","Vlijmen - Vliedberg","",NA,NA,"2015-03-14","14:52",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999975","Stichting Natuurinformatie","CC BY-NC 4.0","2015/03/14"
"99999971@OBS","https://observation.org/observation/99999971","OBS.99999971","HumanObservation","Observations","Oryctolagus cuniculus","species","Animalia","HARES_AND_RABBITS_LEPORIDAE","Animalia|HARES_AND_RABBITS_LEPORIDAE","European Rabbit",NA,4,"unknown","undetermined",5.2,51.65,"WGS84","WGS84 coordinates generalized with formula: `coord = floor(coord * 20) / 20`",5000,"Europe","The Netherlands","NL","Noord-Brabant","Vlijmen - Vliedberg","",NA,NA,"2015-03-14","14:56",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999971","Stichting Natuurinformatie","CC BY-NC 4.0","2015/03/14"
"99999967@OBS","https://observation.org/observation/99999967","OBS.99999967","HumanObservation","Observations","Turdus merula","species","Animalia","THRUSHES_TURDIDAE","Animalia|THRUSHES_TURDIDAE","Common Blackbird",NA,2,"unknown","undetermined",5.2,51.65,"WGS84","WGS84 coordinates generalized with formula: `coord = floor(coord * 20) / 20`",5000,"Europe","The Netherlands","NL","Noord-Brabant","Vlijmen - Vliedberg","",NA,NA,"2015-03-14","14:58",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999967","Stichting Natuurinformatie","CC BY-NC 4.0","2015/10/27"
"99999965@OBS","https://observation.org/observation/99999965","OBS.99999965","HumanObservation","Observations","Columba palumbus","species","Animalia","PIGEONS_AND_DOVES_COLUMBIDAE","Animalia|PIGEONS_AND_DOVES_COLUMBIDAE","Common Wood Pigeon",NA,1,"unknown","undetermined",5.2,51.65,"WGS84","WGS84 coordinates generalized with formula: `coord = floor(coord * 20) / 20`",5000,"Europe","The Netherlands","NL","Noord-Brabant","Vlijmen - Vliedberg","",NA,NA,"2015-03-14","14:58",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999965","Stichting Natuurinformatie","CC BY-NC 4.0","2015/03/14"
"99999964@OBS","https://observation.org/observation/99999964","OBS.99999964","HumanObservation","Observations","Ardea alba","species","Animalia","HERONS_ARDEIDAE","Animalia|HERONS_ARDEIDAE","Great Egret",NA,1,"unknown","undetermined",5.2,51.65,"WGS84","WGS84 coordinates generalized with formula: `coord = floor(coord * 20) / 20`",5000,"Europe","The Netherlands","NL","Noord-Brabant","Vlijmen - De Ham","",NA,NA,"2015-03-14","15:01",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999964","Stichting Natuurinformatie","CC BY-NC 4.0","2015/03/14"
"99999963@OBS","https://observation.org/observation/99999963","OBS.99999963","HumanObservation","Observations","Oryctolagus cuniculus","species","Animalia","HARES_AND_RABBITS_LEPORIDAE","Animalia|HARES_AND_RABBITS_LEPORIDAE","European Rabbit",NA,1,"unknown","undetermined",5.2,51.65,"WGS84","WGS84 coordinates generalized with formula: `coord = floor(coord * 20) / 20`",5000,"Europe","The Netherlands","NL","Noord-Brabant","Vlijmen - Vliedberg","",NA,NA,"2015-03-14","15:02",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999963","Stichting Natuurinformatie","CC BY-NC 4.0","2015/03/14"
"99999961@OBS","https://observation.org/observation/99999961","OBS.99999961","HumanObservation","Observations","Columba palumbus","species","Animalia","PIGEONS_AND_DOVES_COLUMBIDAE","Animalia|PIGEONS_AND_DOVES_COLUMBIDAE","Common Wood Pigeon",NA,5,"unknown","undetermined",5.2,51.65,"WGS84","WGS84 coordinates generalized with formula: `coord = floor(coord * 20) / 20`",5000,"Europe","The Netherlands","NL","Noord-Brabant","A59 - Vlijmen","",NA,NA,"2015-03-14","15:03",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999961","Stichting Natuurinformatie","CC BY-NC 4.0","2015/03/14"
"99999955@OBS","https://observation.org/observation/99999955","OBS.99999955","HumanObservation","Observations","Columba palumbus","species","Animalia","PIGEONS_AND_DOVES_COLUMBIDAE","Animalia|PIGEONS_AND_DOVES_COLUMBIDAE","Common Wood Pigeon",NA,1,"unknown","undetermined",5.2,51.65,"WGS84","WGS84 coordinates generalized with formula: `coord = floor(coord * 20) / 20`",5000,"Europe","The Netherlands","NL","Noord-Brabant","Vlijmen","",NA,NA,"2015-03-14","15:31",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999955","Stichting Natuurinformatie","CC BY-NC 4.0","2015/03/14"
"99999953@OBS","https://observation.org/observation/99999953","OBS.99999953","HumanObservation","Observations","Columba palumbus","species","Animalia","PIGEONS_AND_DOVES_COLUMBIDAE","Animalia|PIGEONS_AND_DOVES_COLUMBIDAE","Common Wood Pigeon",NA,1,"unknown","undetermined",5.2,51.65,"WGS84","WGS84 coordinates generalized with formula: `coord = floor(coord * 20) / 20`",5000,"Europe","The Netherlands","NL","Noord-Brabant","Vlijmen - Vliedberg","",NA,NA,"2015-03-14","15:32",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999953","Stichting Natuurinformatie","CC BY-NC 4.0","2015/03/14"
"99999949@OBS","https://observation.org/observation/99999949","OBS.99999949","HumanObservation","Observations","Turdus merula","species","Animalia","THRUSHES_TURDIDAE","Animalia|THRUSHES_TURDIDAE","Common Blackbird",NA,3,"unknown","undetermined",5.15,51.65,"WGS84","WGS84 coordinates generalized with formula: `coord = floor(coord * 20) / 20`",5000,"Europe","The Netherlands","NL","Noord-Brabant","Drunen","",NA,NA,"2015-03-14","15:38",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999949","Stichting Natuurinformatie","CC BY-NC 4.0","2015/03/14"
"99999943@OBS","https://observation.org/observation/99999943","OBS.99999943","HumanObservation","Observations","Coloeus monedula","species","Animalia","CROWS_AND_JAYS_CORVIDAE","Animalia|CROWS_AND_JAYS_CORVIDAE","Western Jackdaw",NA,2,"unknown","undetermined",5.1,51.65,"WGS84","WGS84 coordinates generalized with formula: `coord = floor(coord * 20) / 20`",5000,"Europe","The Netherlands","NL","Noord-Brabant","Drunen","",NA,NA,"2015-03-14","15:45",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999943","Stichting Natuurinformatie","CC BY-NC 4.0","2015/03/14"
"99999940@OBS","https://observation.org/observation/99999940","OBS.99999940","HumanObservation","Observations","Phalacrocorax carbo","species","Animalia","CORMORANTS_PHALACROCORACIDAE","Animalia|CORMORANTS_PHALACROCORACIDAE","Great Cormorant",NA,1,"unknown","undetermined",5.1,51.65,"WGS84","WGS84 coordinates generalized with formula: `coord = floor(coord * 20) / 20`",5000,"Europe","The Netherlands","NL","Noord-Brabant","Drongelens Kanaal - Margriet tot Waalwijk","",NA,NA,"2015-03-14","15:48",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999940","Stichting Natuurinformatie","CC BY-NC 4.0","2015/03/14"
"99999939@OBS","https://observation.org/observation/99999939","OBS.99999939","HumanObservation","Observations","Buteo buteo","species","Animalia","HAWKS_AND_EAGLES_ACCIPITRIDAE","Animalia|HAWKS_AND_EAGLES_ACCIPITRIDAE","Common Buzzard",NA,1,"unknown","undetermined",5.05,51.65,"WGS84","WGS84 coordinates generalized with formula: `coord = floor(coord * 20) / 20`",5000,"Europe","The Netherlands","NL","Noord-Brabant","Waalwijk - Lido","",NA,NA,"2015-03-14","15:49",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999939","Stichting Natuurinformatie","CC BY-NC 4.0","2015/03/14"
"99999937@OBS","https://observation.org/observation/99999937","OBS.99999937","HumanObservation","Observations","Chroicocephalus ridibundus","species","Animalia","GULLS_TERNS_AND_SKIMMERS_LARIDAE","Animalia|GULLS_TERNS_AND_SKIMMERS_LARIDAE","Black-headed Gull",NA,2,"unknown","undetermined",5.05,51.65,"WGS84","WGS84 coordinates generalized with formula: `coord = floor(coord * 20) / 20`",5000,"Europe","The Netherlands","NL","Noord-Brabant","Waalwijk","",NA,NA,"2015-03-14","15:50",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999937","Stichting Natuurinformatie","CC BY-NC 4.0","2015/03/14"
"99999936@OBS","https://observation.org/observation/99999936","OBS.99999936","HumanObservation","Observations","Coloeus monedula","species","Animalia","CROWS_AND_JAYS_CORVIDAE","Animalia|CROWS_AND_JAYS_CORVIDAE","Western Jackdaw",NA,1,"unknown","undetermined",5.05,51.65,"WGS84","WGS84 coordinates generalized with formula: `coord = floor(coord * 20) / 20`",5000,"Europe","The Netherlands","NL","Noord-Brabant","Waalwijk","",NA,NA,"2015-03-14","15:54",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999936","Stichting Natuurinformatie","CC BY-NC 4.0","2015/03/14"
"99999935@OBS","https://observation.org/observation/99999935","OBS.99999935","HumanObservation","Observations","Columba palumbus","species","Animalia","PIGEONS_AND_DOVES_COLUMBIDAE","Animalia|PIGEONS_AND_DOVES_COLUMBIDAE","Common Wood Pigeon",NA,1,"unknown","undetermined",5.05,51.65,"WGS84","WGS84 coordinates generalized with formula: `coord = floor(coord * 20) / 20`",5000,"Europe","The Netherlands","NL","Noord-Brabant","Waalwijk","",NA,NA,"2015-03-14","15:54",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999935","Stichting Natuurinformatie","CC BY-NC 4.0","2015/03/14"
"99999934@OBS","https://observation.org/observation/99999934","OBS.99999934","HumanObservation","Observations","Parus major","species","Animalia","TITS_PARIDAE","Animalia|TITS_PARIDAE","Great Tit",NA,2,"unknown","undetermined",5.05,51.65,"WGS84","WGS84 coordinates generalized with formula: `coord = floor(coord * 20) / 20`",5000,"Europe","The Netherlands","NL","Noord-Brabant","Waalwijk","",NA,NA,"2015-03-14","15:56",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999934","Stichting Natuurinformatie","CC BY-NC 4.0","2015/03/14"
"99999932@OBS","https://observation.org/observation/99999932","OBS.99999932","HumanObservation","Observations","Cygnus olor","species","Animalia","DUCKS_GEESE_AND_SWANS_ANATIDAE","Animalia|DUCKS_GEESE_AND_SWANS_ANATIDAE","Mute Swan",NA,2,"unknown","undetermined",5.05,51.65,"WGS84","WGS84 coordinates generalized with formula: `coord = floor(coord * 20) / 20`",5000,"Europe","The Netherlands","NL","Noord-Brabant","Waalwijk","",NA,NA,"2015-03-14","16:02",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999932","Stichting Natuurinformatie","CC BY-NC 4.0","2015/03/14"
"99999930@OBS","https://observation.org/observation/99999930","OBS.99999930","HumanObservation","Observations","Buteo buteo","species","Animalia","HAWKS_AND_EAGLES_ACCIPITRIDAE","Animalia|HAWKS_AND_EAGLES_ACCIPITRIDAE","Common Buzzard",NA,1,"unknown","undetermined",4.85,51.65,"WGS84","WGS84 coordinates generalized with formula: `coord = floor(coord * 20) / 20`",5000,"Europe","The Netherlands","NL","Noord-Brabant","A27 / A59 - Knooppunt Hooipolder","",NA,NA,"2015-03-14","16:17",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999930","Stichting Natuurinformatie","CC BY-NC 4.0","2015/03/14"
"99999928@OBS","https://observation.org/observation/99999928","OBS.99999928","HumanObservation","Observations","Buteo buteo","species","Animalia","HAWKS_AND_EAGLES_ACCIPITRIDAE","Animalia|HAWKS_AND_EAGLES_ACCIPITRIDAE","Common Buzzard",NA,1,"unknown","undetermined",4.85,51.7,"WGS84","WGS84 coordinates generalized with formula: `coord = floor(coord * 20) / 20`",5000,"Europe","The Netherlands","NL","Noord-Brabant","Raamsdonk - Nieuwe Hooipolder","",NA,NA,"2015-03-14","16:18",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999928","Stichting Natuurinformatie","CC BY-NC 4.0","2015/03/14"
"99999922@OBS","https://observation.org/observation/99999922","OBS.99999922","HumanObservation","Observations","Ardea alba","species","Animalia","HERONS_ARDEIDAE","Animalia|HERONS_ARDEIDAE","Great Egret",NA,1,"unknown","undetermined",4.95,51.9,"WGS84","WGS84 coordinates generalized with formula: `coord = floor(coord * 20) / 20`",5000,"Europe","The Netherlands","NL","Zuid-Holland","Noordeloos - Polder Botersloot","",NA,NA,"2015-03-14","16:33",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999922","Stichting Natuurinformatie","CC BY-NC 4.0","2015/03/14"
"99999921@OBS","https://observation.org/observation/99999921","OBS.99999921","HumanObservation","Observations","Ciconia ciconia","species","Animalia","STORKS_CICONIIDAE","Animalia|STORKS_CICONIIDAE","White Stork",NA,2,"unknown","undetermined",4.95,51.9,"WGS84","WGS84 coordinates generalized with formula: `coord = floor(coord * 20) / 20`",5000,"Europe","The Netherlands","NL","Utrecht","Meerkerk - Polder Middelbroek","",NA,NA,"2015-03-14","16:34",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999921","Stichting Natuurinformatie","CC BY-NC 4.0","2015/03/14"
"99999920@OBS","https://observation.org/observation/99999920","OBS.99999920","HumanObservation","Observations","Branta canadensis","species","Animalia","DUCKS_GEESE_AND_SWANS_ANATIDAE","Animalia|DUCKS_GEESE_AND_SWANS_ANATIDAE","Canada Goose",NA,6,"unknown","undetermined",4.95,51.9,"WGS84","WGS84 coordinates generalized with formula: `coord = floor(coord * 20) / 20`",5000,"Europe","The Netherlands","NL","Utrecht","Meerkerk - Polder Middelbroek","",NA,NA,"2015-03-14","16:35",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999920","Stichting Natuurinformatie","CC BY-NC 4.0","2015/03/14"
"99999919@OBS","https://observation.org/observation/99999919","OBS.99999919","HumanObservation","Observations","Phalacrocorax carbo","species","Animalia","CORMORANTS_PHALACROCORACIDAE","Animalia|CORMORANTS_PHALACROCORACIDAE","Great Cormorant",NA,1,"unknown","undetermined",5.1,52,"WGS84","WGS84 coordinates generalized with formula: `coord = floor(coord * 20) / 20`",5000,"Europe","The Netherlands","NL","Utrecht","A27 - Houten","",NA,NA,"2015-03-14","16:43",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999919","Stichting Natuurinformatie","CC BY-NC 4.0","2015/03/14"
"99999918@OBS","https://observation.org/observation/99999918","OBS.99999918","HumanObservation","Observations","Buteo buteo","species","Animalia","HAWKS_AND_EAGLES_ACCIPITRIDAE","Animalia|HAWKS_AND_EAGLES_ACCIPITRIDAE","Common Buzzard",NA,1,"unknown","undetermined",5.1,52.05,"WGS84","WGS84 coordinates generalized with formula: `coord = floor(coord * 20) / 20`",5000,"Europe","The Netherlands","NL","Utrecht","A12 / A27 - Knooppunt Lunetten","",NA,NA,"2015-03-14","16:47",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999918","Stichting Natuurinformatie","CC BY-NC 4.0","2015/03/14"
"99999917@OBS","https://observation.org/observation/99999917","OBS.99999917","HumanObservation","Observations","Buteo buteo","species","Animalia","HAWKS_AND_EAGLES_ACCIPITRIDAE","Animalia|HAWKS_AND_EAGLES_ACCIPITRIDAE","Common Buzzard",NA,1,"unknown","undetermined",5.15,52.15,"WGS84","WGS84 coordinates generalized with formula: `coord = floor(coord * 20) / 20`",5000,"Europe","The Netherlands","NL","Utrecht","A27 - Utrecht tot Hollandse Rading","",NA,NA,"2015-03-14","16:55",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999917","Stichting Natuurinformatie","CC BY-NC 4.0","2015/10/27"
